name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;583;0;583;3077;955;3077;1209;0
header;90;137;90;175;1779;175;1779;137
A;925;211;925;235;945;235;945;211
B;900;350;900;369;913;369;913;350
A;734;489;734;505;745;505;745;489
B;929;845;929;869;947;869;947;845
B;700;846;700;861;710;861;710;846
A;627;890;627;905;639;905;639;890
B;788;979;788;994;801;994;801;979
B;902;1155;902;1171;915;1171;915;1155
B;1037;1202;1037;1217;1050;1217;1050;1202
C;929;1532;929;1556;948;1556;948;1532
D;937;2211;937;2236;956;2236;956;2211
D;911;2273;911;2288;922;2288;922;2273
A;825;2451;825;2467;835;2467;835;2451
A;623;2669;623;2677;630;2677;630;2669
B;744;2793;744;2825;770;2825;770;2793
B;715;2794;715;2819;730;2819;730;2794
