name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;377;0;446;3079;1055;3079;1101;0
header;222;121;222;157;1898;157;1898;121
A;1061;197;1061;219;1080;219;1080;197
A;433;309;433;314;438;314;438;309
A;532;506;532;526;538;526;538;506
B;649;888;649;917;667;917;667;888
B;1051;893;1051;916;1068;916;1068;893
A;649;928;649;957;668;957;668;928
A;862;974;862;976;864;976;864;974
C;651;1009;651;1037;670;1037;670;1009
B;659;1087;659;1116;676;1116;676;1087
D;653;1127;653;1157;672;1157;672;1127
B;652;1287;652;1318;669;1318;669;1287
B;652;1407;652;1436;669;1436;669;1407
B;649;1487;649;1517;666;1517;666;1487
C;1045;1569;1045;1592;1065;1592;1065;1569
A;803;1712;803;1717;808;1717;808;1712
D;1033;2318;1033;2342;1054;2342;1054;2318
C;609;2646;609;2675;645;2675;645;2646
